id,status,plan,scale,login_status,inbound,taishu_tenpyo,cnt_brand,cnt_cp,cp_brand,cnt_store,avg_store_info,media_library,cnt_category,bt_resto,bt_retail,bt_hotel,bt_salon,bt_activity,bt_other,rev,rev_posi,rev_nega,rev_mix,rev_none,rev_avg_comment,rev_avg_rate,rev_avg_uuser,lang_ja,lang_en,lang_ko,lang_ch_han,lang_ch_kan,lang_thai,lang_other,st_google,st_trip_advisor,st_tabelog,st_retty,st_hot_pepper_gourmet,st_gnavi,st_hot_pepper_beauty,st_yahoo_loco,st_asoview,st_demaecan,st_ikyu,st_ozmall,st_tribeau,st_clinic,q_pos,q_neg,q_neu,s_pos,s_neg,s_neu,c_pos,c_neg,c_neu,a_pos,a_neg,a_neu,un_pos,un_neg,un_neu,photo,rep,rep_posi,rep_nega,rep_mix,rep_none,rep_avg_comment,rep_avg_rate,rep_avg_uuser,weekly,monthly,wday_index,now,scheduled,tw,fb,in,web,call,direction,pv_search_pc,pv_map_pc,pv_search_sp,pv_map_sp,chat,booking,orders,search,search_per_keyword,cnt_keywords,post_total,post_sns,reaction,pv_total
40992,high_touch,enterprise,medium,NA,0,0,2,0,0,44,104,0,3,2,0,0,0,0,0,3307,910,517,474,1240,76,4,5,0,0,0,0,0,0,0,3307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113583,11303,139765,756213,244775,6914719,8719034,0,0,0,6157,34304,187742,0,0,264651,16634741
35278,low_touch,growth,medium,7日以内,0,0,2,0,0,10,709,15,1,2,0,0,0,0,0,507,180,33,39,210,109,4,3,0,0,0,0,0,0,0,359,0,121,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,325,90,17,15,182,66,4,3,0,0,0,9,1,0,0,3,16448,2240,34185,179885,54162,1013509,2268833,0,0,0,276467,347813,573304,10,3,52873,3516389
5090,tech_touch,NA,small,61日以上,0,0,1,0,0,1,25,0,1,1,0,0,0,0,0,12,6,0,0,6,41,4,1,6,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,1,0,0,7,0,0,96,13,5,2,0,5,53,4,1,0,0,0,0,0,0,0,0,3787,1342,3821,23388,3960,75569,55106,3,72,0,55813,89863,236417,0,0,8950,158023
39569,tech_touch,growth,small,NA,1,1,2,0,0,2,0,0,0,2,0,0,0,0,0,107,93,2,8,3,76,4,3,104,0,0,0,0,0,0,0,0,26,0,78,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7558,tech_touch,small,medium,1日以内,0,0,2,0,0,21,147,4,2,0,2,0,0,0,0,600,120,120,43,255,70,3,2,0,0,0,0,0,0,0,522,0,0,0,0,0,0,78,0,0,0,0,0,0,32,34,1,32,131,2,2,2,0,2,2,1,233,262,207,716,0,0,0,0,0,0,0,0,12,18,0,1322,270,0,0,0,93865,121840,489125,879170,373225,6211083,6012845,0,0,0,50842,233098,824077,1622,0,704830,13476323
31879,tech_touch,growth,small,1日以内,1,1,1,0,0,1,290,1,1,1,0,0,0,0,0,124,85,5,6,23,156,5,3,72,13,4,5,5,0,2,58,0,40,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,76,49,3,3,19,172,5,3,70,0,0,0,1,0,0,0,4565,1331,5218,28370,7408,85643,99176,0,164,0,62699,200917,720290,71,0,11114,220597
16369,tech_touch,small,NA,NA,0,0,2,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19933,tech_touch,growth,small,1日以内,0,0,1,0,0,4,52,2,2,1,0,0,0,0,0,108,69,5,5,26,120,4,2,0,0,0,0,0,0,0,52,0,21,1,30,0,0,3,0,0,1,0,0,0,109,3,1,36,9,1,0,0,0,15,2,0,133,12,8,491,36,14,2,1,16,81,4,1,43,0,0,17,18,72,38,38,16308,3032,10368,65640,16303,347357,296082,0,83,0,218157,1031003,2633176,78,148,29708,725382
8812,high_touch,growth,large,1日以内,0,0,20,0,0,67,172,427,16,20,0,0,0,0,0,10336,4560,678,1106,3300,136,4,5,258,402,43,83,4,6,44,5469,38,3359,131,314,0,0,284,0,189,0,552,0,0,10421,2105,564,1367,1540,27,30,83,0,1266,202,25,10307,2686,4149,28897,6569,2453,516,693,2683,105,4,4,160,0,848,61,365,0,0,0,890230,96817,907648,3120604,611975,22080915,14035730,5,6323,57,296524,849360,1137725,1434,0,1894695,39849224
15082,low_touch,enterprise,large,1日以内,0,0,5,41,12,56,102,162,6,0,5,0,0,0,0,4647,1014,316,166,2809,32,4,5,0,0,0,0,0,0,0,4451,0,0,0,0,0,0,196,0,0,0,0,0,0,21,12,5,49,53,1,2,5,0,8,2,0,323,120,182,5164,2,1,0,1,0,47,4,2,760,13,2,13,179,0,0,0,323248,292154,1136391,1197344,410811,7368742,6597645,0,0,0,267861,792740,2377177,967,0,1751793,15574542
39934,low_touch,growth,small,NA,1,0,4,0,0,4,377,0,1,4,0,0,0,0,0,434,229,38,70,78,173,4,4,282,59,4,2,0,0,9,199,8,97,0,24,0,0,8,0,0,6,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,313,121,34,63,89,139,4,4,0,0,0,0,0,0,0,0,30912,3963,24991,118470,29875,604320,380507,106,1905,4,54077,156730,588168,0,0,59866,1133172
35807,low_touch,growth,medium,30日以内,0,0,12,0,0,36,253,13,1,0,0,0,12,0,0,4305,3689,271,215,94,99,4,6,0,0,0,0,0,0,0,384,0,0,0,0,0,3901,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,542,277,65,15,176,80,3,2,0,0,0,1,3,0,0,0,62197,52701,84087,117951,28359,940904,620614,4,5,0,81347,393718,797854,4,0,198985,1707828
8617,low_touch,enterprise,medium,1日以内,1,1,2,45,13,48,539,10,2,2,0,0,0,0,0,3370,1290,386,260,1272,76,4,3,2085,22,2,9,3,0,11,2448,0,228,0,461,0,0,153,0,79,0,0,0,0,1356,559,43,446,531,7,7,72,0,130,30,3,2225,871,532,10429,2504,663,304,217,1213,84,3,3,106,36,0,68,158,0,0,0,758146,306761,664671,1199495,323550,14406362,8819736,19,5075,0,686035,679414,2445658,368,0,1729578,24749143
135,low_touch,enterprise,medium,7日以内,0,0,2,7,5,23,153,93,1,0,0,0,1,0,1,1933,1532,120,64,157,182,4,7,0,0,0,0,0,0,0,1929,0,0,0,0,0,4,0,0,0,0,0,0,0,134,27,0,797,189,1,55,2,0,36,0,0,3347,924,172,8,1633,1391,115,62,12,189,4,6,209,0,0,17,34,0,0,0,47397,43952,91413,265481,17718,1545852,290061,4,0,0,222882,663550,2478453,260,0,182762,2119112
5675,tech_touch,enterprise,medium,1日以内,1,0,2,12,7,12,167,2,3,0,0,0,2,0,0,4164,3922,70,116,35,121,5,17,4070,53,1,3,1,0,3,269,0,0,0,0,0,3895,0,0,0,0,0,0,0,1169,80,3,2456,313,3,10,3,0,492,6,0,7897,541,106,87,474,348,30,10,78,116,4,3,0,0,0,1,2,0,0,0,25900,17680,79744,178225,15919,450595,248690,7,500,0,189647,574809,1249578,3,0,123324,893429
11619,low_touch,growth,large,1日以内,0,0,7,0,0,58,420,49,5,1,0,1,5,0,0,813,749,5,13,31,130,5,3,0,0,0,0,0,0,0,754,0,0,0,0,0,58,1,0,0,0,0,0,0,16,1,0,131,6,0,20,0,0,25,0,0,1925,110,42,210,1138,1030,4,20,68,111,5,3,1386,0,133,801,988,0,0,0,45869,2906,49830,258589,55648,641588,550322,40,0,0,91440,419533,919117,3308,0,98605,1506147
38946,tech_touch,enterprise,medium,3日以内,1,1,2,1,1,11,0,2,0,0,2,0,0,0,0,9607,2774,753,480,4401,110,4,46,1986,589,1888,479,100,84,81,9270,13,24,2,0,0,0,250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,36,0,4,1821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374474,24645,1853190,544305,407028,3223489,3461780,0,0,0,8558,23493,110717,0,0,2252309,7636602
23596,low_touch,growth,medium,1日以内,0,0,7,0,0,9,200,19,2,7,0,0,0,0,0,2605,1703,116,71,623,93,4,8,0,0,0,0,0,0,0,2187,7,227,8,158,1,0,17,0,0,0,0,0,0,1764,179,89,394,104,1,16,2,0,174,12,0,1623,298,421,5686,3356,1901,112,66,1188,46,4,12,518,0,0,1,1,0,0,0,39606,10437,45002,276164,61177,1714262,1161392,62,719,0,55115,569217,704665,520,0,95045,3212995
13003,tech_touch,growth,small,7日以内,0,0,1,0,0,1,628,6,1,0,0,0,0,0,1,11,2,0,0,8,239,5,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,14,8,2,12,0,0,0,0,0,0,0,0,0,0,0,1,76,0,0,0,456,30,4882,7818,5622,22301,60531,0,0,0,327429,1552149,2745936,77,0,5368,96272
31252,high_touch,growth,larger,7日以内,1,0,1,0,0,296,594,6,1,0,1,0,0,0,0,2731,617,974,154,659,84,3,1,1495,216,211,113,10,1,33,2551,0,155,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5017,0,0,0,0,0,0,0,0,0,0,136,1,0,0,0,0,67691,204861,2595884,2359010,5110055,12962443,106203294,0,0,0,354209,989041,2145711,137,0,2868436,126634802
37889,low_touch,enterprise,larger,1日以内,0,0,2,102,79,106,620,20,2,2,0,0,0,0,0,7562,2292,355,338,4088,84,4,3,285,178,8,4,1,1,20,6169,21,988,75,62,1,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23045,6768,2601,354,351,3019,59,4,3,0,0,0,2,6,0,0,0,351560,144826,715152,2840365,693882,11605879,15299236,13,0,0,240240,1233404,2179698,8,0,1211538,30439362
18052,tech_touch,small,small,1日以内,0,0,2,0,0,4,83,7,2,0,0,0,0,0,2,30,6,5,2,15,36,3,2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,7,13,0,6,54,16,9,2,22,34,4,1,0,0,0,70,0,0,0,0,5540,8561,6372,16336,2593,127021,21621,0,0,0,571561,853350,1819754,70,0,20473,167571
38414,high_touch,growth,small,3日以内,1,0,5,0,0,4,81,9,2,0,0,0,0,0,5,1337,291,49,24,858,43,4,24,377,52,24,15,1,1,10,1212,1,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54817,6149,168324,736600,134916,3540569,2099180,0,38,0,50372,133105,587986,0,0,229290,6511265
37261,low_touch,growth,medium,3日以内,1,0,10,0,0,13,152,23,8,10,0,0,0,0,0,723,379,71,72,160,117,4,3,513,27,4,9,4,0,8,400,3,203,4,76,0,0,11,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181,281,117,36,31,88,103,4,3,0,0,0,0,0,0,0,0,22167,6053,26006,79486,21626,622885,559349,9,274,0,17319,56912,222125,0,0,54226,1283346
24058,tech_touch,enterprise,small,30日以内,0,0,1,0,0,1,83,5,1,0,0,0,0,0,1,66,15,11,7,19,71,3,7,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,0,1,0,10,0,0,37,44,14,93,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,8825,0,7326,8873,2905,30492,32489,0,0,0,132,857,2121,4,0,16151,74759
31780,tech_touch,growth,small,30日以内,0,0,3,0,0,4,201,3,4,3,0,0,0,0,0,704,352,44,45,241,88,4,4,0,0,0,0,0,0,0,460,8,102,9,105,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1362,436,163,37,31,200,89,4,5,80,0,0,0,0,0,0,0,20960,4009,10623,88172,23878,914597,566861,0,75,0,34969,66898,255755,80,0,35592,1593508
25279,high_touch,growth,medium,NA,0,0,2,0,0,12,0,0,0,0,0,0,0,0,2,1189,242,107,59,700,36,4,14,448,12,1,2,0,1,4,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32143,low_touch,growth,small,1日以内,1,0,1,0,0,1,488,8,1,0,1,0,0,0,0,3839,1063,181,92,2084,74,4,150,1267,119,267,85,11,10,9,3532,7,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777,0,0,0,0,0,0,0,0,48,0,45,1,15,0,0,0,696011,161230,1114008,1426518,294189,6963328,2966324,0,0,0,94775,514345,1360063,109,0,1971249,11650359
34816,high_touch,enterprise,medium,1日以内,1,0,2,7,7,7,586,3,2,0,2,0,0,0,0,37,14,9,1,8,99,3,2,8,6,0,2,10,0,3,35,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,64,13,5,2,31,72,3,2,6,0,0,2,80,0,21,0,9252,2391,22614,138282,23909,325553,257156,25,0,0,49688,247350,734047,88,21,34257,744900
15808,tech_touch,small,small,30日以内,0,0,1,0,0,1,176,4,1,0,0,0,0,0,1,9,3,2,0,3,172,2,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,1,0,3,1,1,0,1,247,2,1,0,0,0,147,0,0,0,0,438,30,1578,26286,422,17747,2862,0,0,0,716185,841136,2180199,147,0,2046,47317
16370,low_touch,small,medium,1日以内,0,0,1,0,0,14,523,13,1,1,0,0,0,0,0,2042,975,126,174,576,110,4,4,26,10,1,3,2,0,2,1029,10,639,32,223,0,0,75,0,0,0,34,0,0,1608,345,67,367,166,3,34,0,1,159,15,0,2082,551,624,6970,110,69,11,6,18,88,4,2,400,15,0,19,14,0,0,0,142972,75310,187195,923976,212046,5684109,3064272,0,3432,1,555188,382451,2049369,448,0,405477,9884403
5204,low_touch,growth,larger,1日以内,0,0,1,0,0,104,27,9,3,1,0,0,0,0,0,3660,1116,499,337,1411,88,4,2,91,7,1,0,0,0,0,2554,3,481,32,0,0,0,420,0,170,0,0,0,0,1496,395,68,474,1065,9,28,66,0,129,71,8,2360,1225,963,5501,255,92,42,43,55,68,4,2,38,0,0,9,6,0,0,0,317022,83145,739996,3195787,1077711,22092272,22358703,21,0,0,207244,700407,1638596,53,0,1140163,48724473
21550,tech_touch,small,small,1日以内,0,0,1,0,0,1,166,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,32,3,0,2,2,0,71,1386,954,456,1923,5056,0,0,0,160734,1151201,1780677,39,4,1457,8389
16733,low_touch,growth,small,1日以内,0,0,4,0,0,4,220,44,2,0,0,0,0,0,4,76,40,6,4,6,249,4,2,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,9,20,0,7,0,0,1,1,0,293,99,13,14,77,45,6,5,4,305,4,2,0,0,355,23,17,0,0,0,52069,10944,50937,130259,17581,524480,110342,6,0,0,122447,472017,655166,395,0,113950,782662
20139,low_touch,growth,larger,3日以内,0,0,7,0,0,298,361,70,3,7,0,0,0,0,0,29921,14019,2828,2137,9619,61,4,3,238,0,0,1,0,0,0,15728,21,2241,77,6518,1,0,3558,0,1777,0,0,0,0,13370,4167,508,4742,4067,66,181,526,4,1402,285,13,17965,5778,4091,63528,3811,1996,734,511,285,109,4,2,11,0,0,72,74,0,0,0,2045263,683822,1977647,6986590,2532388,75546344,63402361,0,12983,0,280225,1016399,141818,157,0,4706732,148467683
35774,tech_touch,growth,small,1日以内,1,0,1,0,0,1,31,1,1,1,0,0,0,0,0,149,45,30,14,49,151,3,5,100,0,0,0,0,0,0,132,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,18,6,6,4,1,94,3,2,18,0,0,0,2,1,1,1,6643,532,4810,4183,1850,68893,72053,0,0,0,13495,44987,158797,20,3,11985,146979
11683,high_touch,enterprise,medium,1日以内,1,0,25,1,1,23,98,328,10,18,0,7,0,0,0,5398,2236,301,621,2097,127,4,14,2548,264,281,183,14,5,45,4705,9,62,1,26,0,0,10,0,0,97,488,0,0,3833,884,91,2250,1484,16,432,535,5,1635,140,12,10326,3074,1301,14920,5630,2073,306,623,2449,103,4,18,0,0,4,9,11,0,0,0,1149256,225819,1449790,2650965,2564271,17781735,12452529,1,37,7,93763,900956,872095,24,0,2824865,35449500
1981,high_touch,growth,medium,1日以内,0,0,5,0,0,21,217,154,2,4,0,0,0,0,1,1838,821,138,140,649,106,4,4,0,0,0,0,0,0,0,1501,6,279,16,0,0,0,36,0,0,0,0,0,0,936,250,65,277,300,12,7,17,0,200,25,5,1483,362,508,4530,1207,477,105,92,483,53,4,3,0,0,294,16,52,1,2,1,103045,43244,102907,374286,88928,3605743,2305349,8,161,0,132205,531544,684435,362,4,249196,6374306
28612,tech_touch,NA,small,61日以上,0,0,1,0,0,1,515,6,1,1,0,0,0,0,0,14,10,0,1,3,186,5,2,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,7,0,1,3,186,5,2,0,0,0,0,0,0,0,0,473,87,566,525,165,2927,2309,0,0,0,45959,132628,268525,0,0,1126,5926
12838,tech_touch,small,medium,1日以内,0,0,5,0,0,31,44,36,2,0,0,0,0,1,4,1386,248,368,174,516,71,3,4,32,0,0,0,0,0,0,1316,0,0,0,0,0,0,70,0,0,0,0,0,0,8,15,1,95,267,0,3,12,0,16,13,0,1047,1387,231,2545,692,126,198,91,243,158,3,2,166,0,0,21,20,0,0,0,160895,40583,357442,436189,116442,3623906,2477316,24,0,0,98207,343522,1151171,207,0,558920,6653853
22111,low_touch,enterprise,small,1日以内,0,0,2,2,2,3,589,5,2,0,0,0,1,0,1,119,103,9,5,2,183,5,3,0,0,0,0,0,0,0,107,0,0,0,0,0,12,0,0,0,0,0,0,0,11,1,0,74,20,0,7,0,0,3,0,0,279,74,32,7,181,161,12,6,1,190,4,3,260,0,0,3,6,0,0,0,20724,12347,11198,50371,6407,200647,67494,5,0,0,56116,402840,846681,269,0,44269,324919
25642,low_touch,enterprise,medium,1日以内,0,0,6,6,6,6,264,6,6,6,0,0,0,0,0,429,274,19,41,87,140,4,2,0,0,0,0,0,0,0,189,1,88,6,42,0,0,5,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1741,0,0,0,0,0,0,0,0,212,42,28,5,6,0,0,0,95523,14776,14174,258429,60202,2659347,2001605,0,349,0,113156,458373,1490925,293,0,124473,4979583
20138,high_touch,enterprise,larger,1日以内,0,0,20,153,89,298,215,32,9,20,0,0,0,0,0,29500,14848,2300,2157,9107,69,4,3,370,139,7,6,2,1,18,12053,27,3831,116,8546,0,0,1413,0,3514,0,0,0,0,279,50,37,144,44,2,3,1,0,48,13,0,608,167,106,48876,15119,5033,1098,1050,7400,59,4,2,37,157,0,99,133,0,0,0,1992820,793629,1913806,7933423,8155850,64853764,150352395,23,38061,0,402784,1293615,2507931,426,0,4700255,231295432
14389,tech_touch,small,small,7日以内,0,0,1,0,0,1,485,1,1,0,0,0,0,0,1,31,12,1,3,14,72,4,3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,45,7,2,5,35,14,2,3,15,78,4,3,0,0,0,0,0,0,0,0,10976,11581,19166,24074,5037,151798,39620,0,0,0,611895,1310256,2762453,0,0,41723,220529
35808,low_touch,growth,small,1日以内,1,0,5,0,0,5,629,21,2,5,0,0,0,0,0,611,242,42,80,183,123,4,4,363,37,9,6,1,0,13,407,3,171,16,3,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1871,33,20,3,6,0,144,4,4,0,5,48,0,15,1,0,0,7286,3538,18961,238502,59362,1165516,1327725,0,0,0,11963,71867,445609,68,1,29785,2791105
24454,tech_touch,small,NA,NA,0,0,8,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28711,low_touch,growth,medium,1日以内,1,0,4,0,0,8,297,10,2,4,0,0,0,0,0,633,342,27,71,156,140,4,3,423,41,4,6,1,0,3,396,11,189,8,0,1,0,28,0,0,0,0,0,0,1130,252,98,164,202,2,8,4,0,254,29,2,1077,322,354,1308,918,445,54,83,309,84,4,3,68,8,87,104,3,0,0,0,55132,12089,37291,136058,28573,1277193,1092291,1,1331,0,588631,485781,2344341,270,0,104512,2534115
12739,tech_touch,growth,small,30日以内,0,0,1,0,0,2,86,14,1,1,0,0,0,0,0,116,45,11,11,44,106,4,4,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,96,41,8,14,11,1,1,2,0,2,0,0,67,27,28,214,180,64,18,19,74,87,4,3,0,0,0,0,0,0,0,0,4595,300,3878,19982,6009,224830,225097,0,0,0,94413,357531,296492,0,0,8773,475918
18514,low_touch,growth,medium,1日以内,0,0,9,0,0,19,161,114,6,9,0,0,0,0,0,2453,1489,86,232,508,116,4,4,82,2,1,0,0,0,0,770,3,1499,43,111,0,0,27,0,0,0,0,0,0,3438,279,124,580,244,1,19,4,0,532,88,12,3655,569,922,4338,1555,647,63,130,659,70,4,3,251,8,4,69,28,0,0,0,67086,37162,120922,453961,99772,2033332,1649557,21,2107,0,827073,874062,2701115,360,0,225170,4236622
21286,tech_touch,growth,small,1日以内,0,0,1,0,0,3,25,1,1,0,0,0,0,0,1,40,22,0,11,6,121,4,2,0,0,0,0,0,0,0,39,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,4,0,2,0,0,6,2,0,71,21,3,37,36,22,3,10,1,121,4,1,142,0,0,0,7,0,0,0,8608,110,10020,41848,9796,86233,69618,0,0,0,297693,975684,770016,149,0,18738,207495
20198,high_touch,growth,medium,7日以内,0,0,34,0,0,34,13,37,1,25,5,0,2,0,2,6161,2467,419,513,2393,121,4,6,0,0,0,0,0,0,0,3815,9,1045,54,486,0,0,238,0,36,238,240,0,0,298,58,9,85,47,0,0,5,0,72,15,0,395,71,74,1080,0,0,0,0,0,0,0,0,0,0,146,0,3,0,0,0,61769,2430,127758,125600,58533,600485,317156,0,0,0,382609,959730,1964809,149,0,191957,1101774
37754,tech_touch,growth,small,30日以内,1,0,1,0,0,1,73,1,1,1,0,0,0,0,0,65,29,4,5,14,131,4,4,49,3,0,0,0,0,0,37,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,711,0,1386,3743,1474,31016,59780,0,0,0,16185,66874,139565,21,0,2097,96013
12377,tech_touch,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39473,low_touch,growth,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39536,low_touch,growth,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21288,tech_touch,growth,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12376,tech_touch,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40955,tech_touch,growth,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
